"","imdb_title_id","title","original_title","year","date_published","genre","duration","country","language","director","writer","production_company","actors","description","avg_vote","votes","budget","usa_gross_income","worlwide_gross_income","metascore","reviews_from_users","reviews_from_critics"
"47579","tt0457074","Muzhskoy sezon. Barkhatnaya revolyutsiya","Muzhskoy sezon. Barkhatnaya revolyutsiya","2005","2005-09-15","Action",117,"Russia","Russian, German, English","Oleg Stepchenko","Aleksandr Karpov, Oleg Stepchenko","Rospofilm","Aleksey Kravchenko, Aleksandr Karpov, Michael Gor, Vasiliy Livanov, Arnis Licitis, Roman Radov, Oleg Taktarov, Viktoriya Tolstoganova, Anna Churina, Alexey A. Petrukhin, Igor Kashintsev, Aleksandr Yakovlev, Igor Jijikine, Oskar Kuchera, Yuri Kolokolnikov","A drug industry has gained a huge popularity in the United States and Europe. In response, FSB has been organizing underground operations to infiltrate the most notorious drug gangs in that...","3,2",454,"$ 7000000","","$ 6630285",NA,4,NA
"47656","tt0458515","Io, Don Giovanni","Io, Don Giovanni","2009","2009-10-23","Drama",127,"Italy, Spain, France","Italian, German","Carlos Saura","Carlos Saura, Raffaello Uboldi","Intervenciones Novo Film 2006 Aie","Tobias Moretti, Eulàlia Ramon, Sergi Roca, Anna Saura Ramón, Francesco Barilli, Lorenzo Balducci, Elena Cucci, Sebastiano Lo Monaco, Sylvia De Fanti, Javier Munzò, Franco Interlenghi, Emilia Verginelli, Lino Guanciale, Cristina Giannelli, Ketevan Kemoklidze","A drama based on the life of 18th century Italian lyricist Lorenzo da Ponte, who collaborated with Mozart on his ""Don Giovanni"" opera.","7",540,"$ 10000000","","$ 253078",NA,4,8
"47994","tt0466174","Andersen - Una vita senza amore","Andersen. Zhizn bez lyubvi","2006","2008-08-01","Adventure",137,"Russia, Italy, Germany","Russian, German, Latin","Eldar Ryazanov","Irakli Kvirikadze, Eldar Ryazanov","","Liya Akhedzhakova, Evgeniy Alyokhin, Elena Babenko, A. Demidenko, Valeriy Garkalin, Elena Glazkova, Ivan Kharatyan, Aleksandr Krasnoslobodtsev, Evgeniya Kryukova, Anna Kuzina, Sergey Migitsko, Evgeniya Muravyova, Oksana Mysina, Stanislav Osipov, Stanislav Ryadinskiy","Follows the life of famous literary figure Hans Christian Andersen.","5,6",321,"$ 12000000","","$ 229140",NA,2,5
"48149","tt0469941","Mansfeld","Mansfeld","2006","2006-09-01","Drama",118,"Hungary, Canada","Hungarian, English, Russian, German","Andor Szilágyi","Andor Szilágyi, Zoltán Füredi","21st Century DreamQuest Films","Péter Fancsikai, Maia Morgenstern, Gergõ Bárdi, Zsolt Dér, Dani Szabó, Bálint Egri, Csaba Pindroch, Ervin Nagy, Áron Dimény, Péter Blaskó, Pál Oberfrank, Tibor Szervét, János Bán, Kriszta Szorcsik, Attila Magyar","At 15 he and his family became victims of state terror. At 16 he became a freedom fighter to participate in the 1956 Revolution against Soviet oppression. At 17 he is betrayed and arrested ...","6,5",210,"$ 6500000","","",NA,1,1
"48380","tt0475276","United 93","United 93","2006","2006-07-06","Action",111,"USA, UK, France","English, Arabic, German","Paul Greengrass","Paul Greengrass","Universal Pictures","J.J. Johnson, Gary Commock, Polly Adams, Opal Alladin, Starla Benford, Trish Gates, Nancy McDoniel, David Alan Basche, Richard Bekins, Susan Blommaert, Ray Charleson, Christian Clemenson, Liza Colón-Zayas, Lorna Dallas, Denny Dillon","A real-time account of the events on United Flight 93, one of the planes hijacked on September 11th, 2001 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.","7,5",97070,"$ 15000000","$ 31483450","$ 76700659",90,861,271
"48573","tt0478829","Vitus","Vitus","2006","2006-12-07","Drama",100,"Switzerland","Swiss German, English","Fredi M. Murer","Peter Luisi, Fredi M. Murer","Vitusfilm GmbH","Fabrizio Borsani, Teo Gheorghiu, Julika Jenkins, Urs Jucker, Bruno Ganz, Eleni Haupt, Kristina Lykowa, Tamara Scarpellini, Daniel Rohr, Norbert Schwientek, Heidy Forster, Daniel Fueter, Livia S. Reinhard, Susanne Kunz, Thomas Mathys","A twelve-year-old piano prodigy who suffocates from his parent's big dreams for him decides to make his escape--and with the aid of his grandfather--chase his own dreams instead.","7,6",4723,"$ 2500000","$ 187480","$ 6079556",63,40,56
"48582","tt0478988","The Call of Cthulhu","The Call of Cthulhu","2005","2005-10-07","Fantasy",90,"USA","English, French, Spanish, Italian, German","Andrew Leman","H.P. Lovecraft, Sean Branney","The H.P. Lovecraft Historical Society (HPLHS)","Matt Foyer, John Bolen, Ralph Lucas, Chad Fifer, Susan Zucker, Kalafatic Poole, John Klemantaski, Jason Owens, D. Grigsby Poland, David Mersault, Barry Lynch, Dan Novy, Daryl Ball, John Joly, Jason Peterson","While sorting the affairs of his late Uncle, a man accidentally stumbles across a series of dark secrets connected to an ancient horror waiting to be freed.","7,2",7673,"$ 50000","","",NA,101,67
"48721","tt0481797","Un'altra giovinezza","Youth Without Youth","2007","2007-10-26","Drama",124,"USA, Romania, France, Italy, Germany","English, Sanskrit, German, French, Italian, Russian, Romanian, Mandarin, Latin, Armenian","Francis Ford Coppola","Mircea Eliade, Francis Ford Coppola","American Zoetrope","Tim Roth, Alexandra Maria Lara, Bruno Ganz, André Hennicke, Marcel Iures, Alexandra Pirici, Adrian Pintea, Florin Piersic Jr., Mircea Albulescu, Dan Astileanu, Cristian Balint, Dragos Bucur, Zoltan Butuc, Theodor Danetti, Andrei Gheorghe","A love story wrapped in a mystery. Set in World War II Europe, a professor is changed by a cataclysmic event and explores the mysteries of life.","6,2",12836,"$ 5000000","$ 244397","$ 2624759",43,91,130
"48883","tt0485985","Red Tails","Red Tails","2012","2012-01-20","Action",125,"USA","English, Italian, German","Anthony Hemingway","John Ridley, John Ridley","Twentieth Century Fox","Terrence Howard, Cuba Gooding Jr., Nate Parker, David Oyelowo, Tristan Mack Wilds, Ne-Yo, Elijah Kelley, Marcus T. Paulk, Leslie Odom Jr., Michael B. Jordan, Kevin Phillips, Andre Royo, Method Man, Bryan Cranston, Lee Tergesen","A crew of African American pilots in the Tuskegee training program, having faced segregation while kept mostly on the ground during World War II, are called into duty under the guidance of Col. A.J. Bullard.","5,9",33033,"$ 58000000","$ 49876377","$ 50365498",46,304,148
"48898","tt0486551","Festa della Birra","Beerfest","2006","2006-08-25","Comedy",110,"USA","English, German","Jay Chandrasekhar","Jay Chandrasekhar, Kevin Heffernan","Warner Bros.","M.C. Gainey, Paul Soter, Erik Stolhanske, Cloris Leachman, Jürgen Prochnow, Cameron Scher, Owain Yeoman, Tom Tate, Allan Graf, Chris Moss, Bjorn Johnson, Kevin Heffernan, Jay Chandrasekhar, Steve Lemme, Collin Thornton","Two brothers travel to Germany for Oktoberfest, only to stumble upon a secret, centuries-old competition described as a ""Fight Club"" with beer games.","6,3",63280,"$ 17500000","$ 19185184","$ 20387597",46,184,92
"49611","tt0772173","Interkosmos","Interkosmos","2006","2015-12-06","Drama",71,"USA","German, English","Jim Finn","Jim Finn","","Dean DeMatteis, Jim Finn, Nandini Khaund, Goran Milos, Ruediger van den Boom","Interkosmos is a musical documentary-style film about the East German space program-a program with the energy and creativity of the Soviet arts scene of the 1920s and a bit of the hippie ...","6",107,"$ 9500","","",NA,1,6
"49686","tt0780461","The 4th Dimension","The 4th Dimension","2006","2006-04-01","Drama",82,"USA","English, German","Tom Mattera, David Mazzoni","Tom Mattera, David Mazzoni","","Louis Morabito, Miles Williams, Karen Peakes, Kate LaRoss, Suzanne Inman, Gregg Almquist, Brian Bruno, Colleen Daly, Shaun Daly, Damian DiFlorio, Chelsea Duke, Alexis Eckman, Abe Goodhart, Andy Hassan, Zach Hossler","Jack is a loner confined to a workbench in the back of an antique shop. When a mysterious woman presents him with a broken antique clock that is not to be fixed, unexplainable events begin ...","5,6",176,"$ 75000","","",NA,4,46
"49874","tt0794374","Yi He Yuan","Yi He Yuan","2006","2007-04-18","Drama",158,"China, France","Mandarin, German","Ye Lou","Ye Lou, Yingli Ma","Centre National du Cinéma et de l'Image Animée","Lei Hao, Xiaodong Guo, Xueyun Bai, Lin Cui, Yihong Duan, Yu Hou, Ling Hu, Chi Le, Chloe Maayan, Xianmin Zhang","Yu Hong leaves her home village and starts university in Beijing, where she develops a consuming and compulsive relationship with another student. The student riots from 1989 then ensue and take a toll on their lives.","7,1",2890,"$ 2500000","$ 63045","$ 143027",79,27,36
"49945","tt0800039","Non mi scaricare","Forgetting Sarah Marshall","2008","2008-08-22","Comedy",111,"USA","English, Hawaiian, German, Japanese","Nicholas Stoller","Jason Segel","Universal Pictures","Jason Segel, Kristen Bell, Mila Kunis, Russell Brand, Bill Hader, Liz Cackowski, Maria Thayer, Jack McBrayer, Taylor Wily, Da'Vone McDonald, Steve Landesberg, Jonah Hill, Paul Rudd, Kala Alexander, Kalani Robb","Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.","7,1",259276,"$ 30000000","$ 63172463","$ 105833257",67,371,249
"50057","tt0807707","Breakout","Breakout","2007","2007-01-18","Drama",100,"Switzerland","Swiss German","Mike Eschmann","Thomas Hess, David Keller","Zodiac Pictures International","Nils Althaus, Stress, Roeland Wiesnekker, Hanspeter Müller, Melanie Winiger, Max Rüdlinger, Aaron Arens, Joel Basman, Mariama Djité, Bardo Eicher, Basil Flachsmann, Pueta Foscky, Rosa Galina, Virginia Gomez-Joss, Markus Graf","A gang member has an affair with a rival gang member's girlfriend resulting in a war between the gangs.","4,8",319,"$ 1700000","","$ 771065",NA,2,2
"50061","tt0807721","Meduse","Meduzot","2007","2007-11-16","Drama",78,"Israel, France","Hebrew, English, Tagalog, German","Shira Geffen, Etgar Keret","Shira Geffen","Lama Films","Sarah Adler, Nikol Leidman, Gera Sandler, Noa Raban, Ma. Nenita Flores Dela Torre, Zaharira Harifai, Ilanit Ben-Yaakov, Naama Nisim, Bruria Albeck, Tzahi Grad, Amos Shoov, Assi Dayan, Liron Vaisman, Miri Fabian, Shalom Shmuelov","Meduzot (the Hebrew word for Jellyfish) tells the story of three very different Israeli women living in Tel Aviv whose intersecting stories weave an unlikely portrait of modern Israeli life...","7",2519,"$ 1800000","$ 341221","$ 938881",67,21,69
"50072","tt0808151","Angeli e demoni","Angels & Demons","2009","2009-05-13","Action",138,"USA, Italy","English, Italian, Latin, French, Swiss German, German, Chinese, Spanish, Polish","Ron Howard","David Koepp, Akiva Goldsman","Columbia Pictures","Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård, Pierfrancesco Favino, Nikolaj Lie Kaas, Armin Mueller-Stahl, Thure Lindhardt, David Pasquesi, Cosimo Fusco, Victor Alfieri, Franklin Amobi, Curt Lowens, Bob Yerkes, Marc Fiorini","Harvard symbologist Robert Langdon works with a nuclear physicist to solve a murder and prevent a terrorist act against the Vatican during one of the significant events within the church.","6,7",267880,"$ 150000000","$ 133375846","$ 485930816",48,498,200
"50088","tt0808285","The Good Heart","The Good Heart","2009","2010-03-17","Comedy",99,"Iceland, Denmark, USA, France, Germany","English, German","Dagur Kári","Dagur Kári","Ex Nihilo","Paul Dano, Brian Cox, Bill Buell, Boði, Susan Blommaert, Alice Olivia Clarke, Sonnie Brown, Stephen McKinley Henderson, Seth Sharp, David Moss, Dale A. Smith, Michelle J. Nelson, Henry Yuk, Ed Wheeler, Clark Middleton","A cantankerous but ailing bartender takes a kindly young homeless man in under his wing.","6,9",4204,"$ 3800000","$ 20930","$ 346851",40,15,64
"50105","tt0808417","Persepolis","Persepolis","2007","2008-02-22","Animation",96,"France, USA","French, English, Persian, German","Vincent Paronnaud, Marjane Satrapi","Marjane Satrapi, Vincent Paronnaud","2.4.7. Films","Chiara Mastroianni, Danielle Darrieux, Catherine Deneuve, Simon Abkarian, Gabrielle Lopes Benites, François Jerosme, Tilly Mandelbrot, Sophie Arthuys, Arié Elmaleh, Mathias Mlekuz, Lexie Kendrick, Sean Penn, Gena Rowlands","A precocious and outspoken Iranian girl grows up during the Islamic Revolution.","8",87030,"$ 7300000","$ 4445756","$ 22783978",90,174,256
"50120","tt0809432","Hilde","Hilde","2009","2009-03-12","Biography",137,"Germany","German, English, Polish, Russian","Kai Wessel","Hildegard Knef, Maria von Heland","Egoli Tossell Film","Heike Makatsch, Dan Stevens, Monica Bleibtreu, Hanns Zischler, Johanna Gastdorf, Trystan Pütter, Michael Gwisdek, Roger Cicero, Anian Zollner, Sylvester Groth, Stanley Townsend, Fritz Roth, Hary Prinz, Jeroen Willems, Marlon van den Boogaard","A biography of","6,7",705,"$ 15000000","","$ 3638950",NA,3,26
"50153","tt0810819","The Danish Girl","The Danish Girl","2015","2016-02-18","Biography",119,"UK, USA, Germany, Denmark, Belgium, Japan","English, French, German","Tom Hooper","Lucinda Coxon, David Ebershoff","Working Title Films","Alicia Vikander, Eddie Redmayne, Tusse Silberg, Adrian Schiller, Amber Heard, Emerald Fennell, Henry Pettigrew, Claus Bue, Peter Krag, Angela Curran, Pixie, Richard Dixon, Ben Whishaw, Pip Torrens, Paul Bigley","A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.","7,1",159718,"$ 15000000","$ 11114018","$ 64191523",66,294,347
"50202","tt0813541","Piter FM","Piter FM","2006","2006-04-20","Comedy",85,"Russia","Russian, German","Oksana Bychkova","Oksana Bychkova, Nana Grinshtein","Igor Tolstunov Production Company (PROFIT)","Ekaterina Fedulova, Evgeniy Tsyganov, Aleksey Barabash, Irina Rakhmanova, Natalya Reva-Ryadinskaya, Oleg Dolin, Evgeniy Kulakov, Kirill Pirogov, Tatyana Kravchenko, Aleksandr Bashirov, Artyom Semakin, Aleksandr Khvan, Andrey Krasko, Vladimir Mashkov, Robert Gorodetskiy","Lyrical story about two young people, Masha and Maksim, who have to decide what to do.","7",3012,"$ 1100000","","$ 7595138",NA,13,3
"50232","tt0814335","Il segreto di David","The Stepfather","2009","2010-04-16","Crime",101,"USA","English, German","Nelson McCormick","J.S. Cardone, Donald E. Westlake","Screen Gems","Dylan Walsh, Sela Ward, Penn Badgley, Amber Heard, Sherry Stringfield, Paige Turco, Jon Tenney, Nancy Linehan Charles, Marcuis Harris, Braeden Lemasters, Deirdre Lovejoy, Skyler Samuels, Blue Deckert, Jason Wiles, Kara Ortiz","Michael Harding (Penn Badgely) returns home from military school to find his mother Susan (Sela Ward) happily in love and living with her new boyfriend David (Dylan Walsh). As the two men get to know each other, he becomes more and more suspicious of the man who is always there with a helpful hand.","5,6",30818,"$ 20000000","$ 29062561","$ 31198531",33,157,126
"50241","tt0814685","Frontiers - Ai confini dell'inferno","Frontière(s)","2007","2008-11-07","Horror",108,"France, Switzerland","French, German","Xavier Gens","Xavier Gens","Cartel Productions","Karina Testa, Samuel Le Bihan, Estelle Lefébure, Aurélien Wiik, David Saracino, Chems Dahmani, Maud Forget, Amélie Daure, Rosine Favey, Adel Bencherif, Joël Lefrançois, Patrick Ligardes, Jean-Pierre Jorris, Stéphane Jacquot, Christine Culerier","A gang of young thieves flee Paris during the violent aftermath of a political election, only to hole up at an Inn run by neo-Nazis.","6,2",24735,"$ 3000000","$ 97182","$ 2783535",44,125,74
"50278","tt0816442","Storia di una ladra di libri","The Book Thief","2013","2014-03-27","Drama",131,"USA, Germany","English, German","Brian Percival","Markus Zusak, Michael Petroni","Fox 2000 Pictures","Roger Allam, Sophie Nélisse, Heike Makatsch, Julian Lehmann, Gotthard Lange, Rainer Reiners, Kirsten Block, Geoffrey Rush, Emily Watson, Nico Liersch, Ludger Bökelmann, Paul Schaefer, Nozomi Linus Kaisar, Oliver Stokowski, Robert Beyer","While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents.","7,6",125322,"$ 19000000","$ 21488481","$ 76586316",53,292,264
"50501","tt0830515","Quantum of Solace","Quantum of Solace","2008","2008-11-07","Action",106,"UK, USA","English, Spanish, Italian, French, Swiss German, German","Marc Forster","Paul Haggis, Neal Purvis","Metro-Goldwyn-Mayer (MGM)","Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench, Giancarlo Giannini, Gemma Arterton, Jeffrey Wright, David Harbour, Jesper Christensen, Anatole Taubman, Rory Kinnear, Tim Pigott-Smith, Joaquín Cosio, Fernando Guillén Cuervo, Jesús Ochoa","James Bond descends into mystery as he tries to stop a mysterious organisation from eliminating a country's most valuable resource.","6,6",397640,"$ 200000000","$ 168368427","$ 589580482",58,1319,338
"50616","tt0838221","Il treno per il Darjeeling","The Darjeeling Limited","2007","2008-04-30","Adventure",91,"USA","English, Hindi, German, Punjabi, Tibetan, French","Wes Anderson","Wes Anderson, Roman Coppola","Fox Searchlight Pictures","Owen Wilson, Adrien Brody, Jason Schwartzman, Amara Karan, Wallace Wolodarsky, Waris Ahluwalia, Irrfan Khan, Barbet Schroeder, Camilla Rutherford, Bill Murray, Anjelica Huston, A.P. Singh, Kumar Pallana, Dalpat Singh, Trudy Matthys","A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other.","7,2",176784,"$ 16000000","$ 11902715","$ 35307949",67,319,261
